row,name,knob,stem,region,SAM,SID,ERGAS,PSNR,SSIM,DE,S_SAM,S_SID,S_ERGAS,S_PSNR,S_DE,S_SPEC,S_SPAT,SSC
M1,dropped pixels,drop 0.01,train/Category-1_a_0030,full,0.0723758,0.0001333,0.422141,68.0162,0.999883,0.00807517,0.985629,0.993357,0.868738,1,0.997312,0.947478,0.999941,0.972972
M1,dropped pixels,drop 0.01,train/Category-1_a_0030,object,0.0139121,5.48397e-06,0.178799,67.9817,0.999947,0.00386245,0.997221,0.999726,0.942142,1,0.998713,0.979331,0.999974,0.989411
M1,dropped pixels,drop 0.01,train/Category-1_a_0030,table,0.223893,0.000671357,1.59309,62.8302,0.999663,0.0167785,0.956209,0.966989,0.587999,1,0.994423,0.816176,0.999831,0.902614
M1,dropped pixels,drop 0.01,train/Category-1_a_0030,background,0.0682284,0.000103367,0.664085,69.1719,0.999893,0.00799976,0.986447,0.994845,0.801427,1,0.997337,0.923062,0.999946,0.960359
M1,dropped pixels,drop 0.1,train/Category-1_a_0030,full,0.505305,0.00132574,1.34878,58.0703,0.998851,0.0795872,0.903878,0.935862,0.637888,1,0.97382,0.81412,0.999426,0.898522
M1,dropped pixels,drop 0.1,train/Category-1_a_0030,object,0.088462,4.94426e-05,0.586231,57.4061,0.999461,0.0403476,0.982463,0.997531,0.822497,1,0.986641,0.930663,0.99973,0.962674
M1,dropped pixels,drop 0.1,train/Category-1_a_0030,table,1.44168,0.00685114,4.87034,53.2342,0.99685,0.158387,0.749509,0.709953,0.197218,1,0.948574,0.471683,0.998425,0.680999
M1,dropped pixels,drop 0.1,train/Category-1_a_0030,background,0.490256,0.00101145,2.1003,59.2498,0.998937,0.0791135,0.906602,0.950685,0.496536,1,0.973974,0.753589,0.999469,0.864507
M1,dropped pixels,drop 0.5,train/Category-1_a_0030,full,2.45069,0.00669232,2.99641,51.1006,0.994056,0.399707,0.612541,0.715613,0.36832,1,0.875259,0.544519,0.997028,0.722561
M1,dropped pixels,drop 0.5,train/Category-1_a_0030,object,0.419847,0.000247226,1.28818,50.7976,0.997446,0.195426,0.919459,0.987715,0.650904,1,0.936934,0.839254,0.998723,0.906795
M1,dropped pixels,drop 0.5,train/Category-1_a_0030,table,7.01656,0.0348375,10.9601,46.1453,0.983403,0.803547,0.245782,0.175191,0.025904,0.87151,0.765023,0.103707,0.927456,0.301307
M1,dropped pixels,drop 0.5,train/Category-1_a_0030,background,2.37699,0.00508071,4.69869,52.2281,0.994485,0.397886,0.621638,0.775664,0.208831,1,0.87579,0.465231,0.997242,0.667997
M1,dropped pixels,pool 2,train/Category-1_a_0030,full,5.10212,0.0145534,4.99946,45.9427,0.983888,0.902127,0.360442,0.483034,0.18891,0.864756,0.740293,0.320397,0.924322,0.526372
M1,dropped pixels,pool 2,train/Category-1_a_0030,object,0.909409,0.00060381,2.33343,43.4347,0.991019,0.533878,0.8337,0.970261,0.459411,0.781158,0.836976,0.718952,0.886088,0.79136
M1,dropped pixels,pool 2,train/Category-1_a_0030,table,14.4554,0.0758419,20.6461,41.0482,0.954905,1.8008,0.0555165,0.0225483,0.00102604,0.701607,0.548665,0.0108701,0.828256,0.0892011
M1,dropped pixels,pool 2,train/Category-1_a_0030,background,4.95732,0.0110277,7.27776,47.8769,0.985453,0.881623,0.371033,0.576151,0.0883967,0.92923,0.74537,0.266355,0.957341,0.486362
M1,dropped pixels,pool 4,train/Category-1_a_0030,full,6.22248,0.0209644,9.32189,39.9943,0.970727,1.2059,0.288086,0.350561,0.0447216,0.666476,0.669003,0.165298,0.818602,0.356881
M1,dropped pixels,pool 4,train/Category-1_a_0030,object,1.36003,0.00165952,5.04228,35.3373,0.966409,1.09541,0.76185,0.920373,0.186233,0.511243,0.694102,0.507337,0.738826,0.606529
M1,dropped pixels,pool 4,train/Category-1_a_0030,table,17.6977,0.10934,56.5478,34.2455,0.909308,2.53251,0.0290268,0.00422395,1e-06,0.474851,0.429914,0.00049679,0.69208,0.0172643
M1,dropped pixels,pool 4,train/Category-1_a_0030,background,5.9912,0.0157263,10.7526,44.4851,0.977746,1.09311,0.301725,0.45552,0.0277588,0.81617,0.694635,0.156257,0.896958,0.360291
M1,dropped pixels,pool 8,train/Category-1_a_0030,full,6.93871,0.0257474,17.9266,33.8586,0.952343,1.57031,0.249638,0.275996,0.00254016,0.461954,0.592481,0.0559361,0.707149,0.193676
M1,dropped pixels,pool 8,train/Category-1_a_0030,object,2.13712,0.0056271,10.2691,29.103,0.909321,2.21075,0.652187,0.75476,0.0326138,0.303433,0.478588,0.252267,0.606377,0.377472
M1,dropped pixels,pool 8,train/Category-1_a_0030,table,19.9687,0.133926,139.458,26.8036,0.840932,3.6879,0.0184305,0.00123548,1e-06,0.226786,0.292498,0.000283437,0.533859,0.0112395
M1,dropped pixels,pool 8,train/Category-1_a_0030,background,6.53897,0.0186666,16.0463,40.6416,0.971781,1.23463,0.270416,0.393242,0.00475403,0.688054,0.662627,0.0796621,0.829918,0.248587
M2,dropped bands,every 10,train/Category-1_a_0030,full,6.78405,0.0119522,5.63652,38.4089,0.996976,5.16695,0.257481,0.550125,0.152767,0.613629,0.178652,0.278663,0.805302,0.377943
M2,dropped bands,every 10,train/Category-1_a_0030,object,1.27485,0.00123153,2.41871,44.4912,0.999149,1.58191,0.77494,0.940281,0.446535,0.816374,0.590194,0.687797,0.907762,0.740746
M2,dropped bands,every 10,train/Category-1_a_0030,table,3.01671,0.00613531,4.87047,50.6636,0.995254,0.741384,0.54698,0.735823,0.19721,1,0.781041,0.429758,0.997627,0.631178
M2,dropped bands,every 10,train/Category-1_a_0030,background,8.21387,0.0145818,7.57054,37.48,0.996736,6.29655,0.193443,0.482348,0.0801774,0.582667,0.122597,0.195579,0.789702,0.297197
M2,dropped bands,every 4,train/Category-1_a_0030,full,4.46432,0.00743806,4.65219,44.0485,0.996771,2.30618,0.409482,0.689421,0.212093,0.801617,0.463603,0.391215,0.899194,0.537005
M2,dropped bands,every 4,train/Category-1_a_0030,object,1.09063,0.000660714,2.08676,47.9117,0.99893,0.768282,0.804024,0.967504,0.498782,0.93039,0.774069,0.729364,0.96466,0.811559
M2,dropped bands,every 4,train/Category-1_a_0030,table,6.88027,0.021695,8.66116,48.5976,0.991745,0.979032,0.252573,0.337986,0.0557402,0.953255,0.721557,0.168197,0.9725,0.386733
M2,dropped bands,every 4,train/Category-1_a_0030,background,4.86338,0.00729098,6.95816,43.338,0.996867,2.73311,0.37807,0.69451,0.098334,0.777932,0.402107,0.295564,0.8874,0.454798
M2,dropped bands,every 2,train/Category-1_a_0030,full,8.87047,0.0235093,8.04893,39.4155,0.993854,4.62659,0.169637,0.308675,0.0683594,0.647182,0.213911,0.15297,0.820518,0.289581
M2,dropped bands,every 2,train/Category-1_a_0030,object,1.82847,0.00204258,3.37878,45.045,0.998169,1.48188,0.693715,0.902913,0.324243,0.834832,0.610206,0.587804,0.916501,0.690533
M2,dropped bands,every 2,train/Category-1_a_0030,table,10.8571,0.0454773,12.6562,45.6913,0.98467,1.36144,0.114017,0.102914,0.0147175,0.856378,0.635201,0.0556876,0.920524,0.214155
M2,dropped bands,every 2,train/Category-1_a_0030,background,10.0118,0.0253831,11.8161,38.5678,0.993959,5.55521,0.135016,0.281069,0.0194733,0.618927,0.156964,0.0904091,0.806443,0.21124
M3,low-rank,k=30,train/Category-1_a_0030,full,1.61663,0.00331411,1.39592,79.2629,0.999992,0.026579,0.723738,0.847296,0.627942,1,0.991179,0.727521,0.999996,0.851814
M3,low-rank,k=30,train/Category-1_a_0030,object,0.309299,6.65661e-05,0.550714,79.1125,0.999999,0.0145934,0.940015,0.996677,0.832292,1,0.995147,0.920425,0.999999,0.958688
M3,low-rank,k=30,train/Category-1_a_0030,table,5.23311,0.0211837,8.34284,73.1658,0.999969,0.0608921,0.351122,0.346739,0.0619798,1,0.979907,0.196142,0.999984,0.44153
M3,low-rank,k=30,train/Category-1_a_0030,background,1.50085,0.00212998,2.7076,80.9159,0.999994,0.0254008,0.740693,0.898976,0.405542,1,0.991569,0.646359,0.999997,0.802943
M3,low-rank,k=12,train/Category-1_a_0030,full,4.28486,0.0280004,5.41854,50.5852,0.99709,0.617144,0.424445,0.246592,0.164281,1,0.814065,0.258104,0.998545,0.492352
M3,low-rank,k=12,train/Category-1_a_0030,object,1.16396,0.00089996,3.07156,48.005,0.998916,0.447592,0.792319,0.955999,0.359208,0.933499,0.861399,0.647989,0.966208,0.777749
M3,low-rank,k=12,train/Category-1_a_0030,table,13.9889,0.178745,18.7448,44.4343,0.990727,1.6857,0.0609449,0.000131402,0.0019338,0.814476,0.570124,0.00249259,0.902601,0.0442736
M3,low-rank,k=12,train/Category-1_a_0030,background,3.90044,0.017955,6.62817,53.3391,0.997384,0.54164,0.458366,0.407485,0.109768,1,0.834814,0.273694,0.998692,0.508947
M3,low-rank,k=8,train/Category-1_a_0030,full,5.86883,0.0743298,7.58528,38.2226,0.974549,1.92271,0.309201,0.0243192,0.0797843,0.607419,0.526817,0.0843404,0.790984,0.243011
M3,low-rank,k=8,train/Category-1_a_0030,object,1.75084,0.004686,4.45577,35.1871,0.989005,1.31986,0.70457,0.791124,0.226444,0.506238,0.644065,0.501622,0.747621,0.598848
M3,low-rank,k=8,train/Category-1_a_0030,table,21.0994,0.513884,26.8962,30.2639,0.832264,9.72339,0.0147004,1e-06,0.000127753,0.34213,0.0391197,0.000123377,0.587197,0.00566957
M3,low-rank,k=8,train/Category-1_a_0030,background,5.1168,0.0432517,8.16666,43.7887,0.98615,1.25054,0.359385,0.115028,0.0657286,0.792958,0.659122,0.139542,0.889554,0.336828
M3,low-rank,k=4,train/Category-1_a_0030,full,10.8824,0.3011,12.9923,34.9588,0.960471,2.52117,0.11344,1e-06,0.0131574,0.498628,0.431542,0.00114282,0.729549,0.0266877
M3,low-rank,k=4,train/Category-1_a_0030,object,3.5712,0.00870884,7.33632,30.5753,0.969412,2.72619,0.489564,0.646979,0.0866878,0.352509,0.403036,0.301684,0.66096,0.41461
M3,low-rank,k=4,train/Category-1_a_0030,table,38.6663,2.53105,63.1353,29.8382,0.879508,6.16477,0.000438016,1e-06,1e-06,0.32794,0.128103,7.59446e-06,0.603724,0.00169698
M3,low-rank,k=4,train/Category-1_a_0030,background,9.47229,0.131825,14.1295,38.5185,0.966936,2.1145,0.1504,0.00137231,0.00900631,0.617284,0.494192,0.0122956,0.79211,0.0919462
M3,low-rank,k=2,train/Category-1_a_0030,full,13.0259,0.390207,43.4803,25.2025,0.956874,5.72606,0.0738897,1e-06,1e-06,0.173416,0.148275,4.19625e-05,0.565145,0.00398425
M3,low-rank,k=2,train/Category-1_a_0030,object,9.10791,0.0564077,28.4955,17.3437,0.916313,14.0193,0.16177,0.0595829,7.4963e-05,0,0.00934337,0.00897336,0.458157,0.0357609
M3,low-rank,k=2,train/Category-1_a_0030,table,39.7418,3.32681,67.1835,30.1757,0.883042,5.35343,0.000353243,1e-06,1e-06,0.33919,0.167885,7.069e-06,0.611116,0.00171228
M3,low-rank,k=2,train/Category-1_a_0030,background,11.077,0.157526,16.2784,35.399,0.972051,4.18348,0.10911,0.000379633,0.00440003,0.513299,0.247959,0.00566972,0.742675,0.0550449
M4,added noise,sigma 0.001,train/Category-1_a_0030,full,1.31825,0.00690114,0.891731,57.2275,0.998333,0.307194,0.768242,0.70818,0.742863,1,0.90267,0.73935,0.999166,0.846501
M4,added noise,sigma 0.001,train/Category-1_a_0030,object,0.166349,2.51374e-05,0.233319,65.2173,0.999774,0.0827353,0.967278,0.998744,0.925175,1,0.972798,0.963259,0.999887,0.977367
M4,added noise,sigma 0.001,train/Category-1_a_0030,table,4.62218,0.0426035,6.87543,50.1542,0.992304,0.765159,0.396755,0.118816,0.101083,1,0.774875,0.168278,0.996152,0.394286
M4,added noise,sigma 0.001,train/Category-1_a_0030,background,1.20439,0.00460916,2.01917,58.4949,0.998667,0.303756,0.785937,0.79417,0.510147,1,0.903705,0.682861,0.999333,0.813708
M4,added noise,sigma 0.003,train/Category-1_a_0030,full,3.83699,0.0695564,2.66819,47.9306,0.986471,0.911578,0.464219,0.0308746,0.410904,0.931019,0.737965,0.180588,0.958745,0.400079
M4,added noise,sigma 0.003,train/Category-1_a_0030,object,0.499438,0.000227326,0.700027,55.6031,0.997945,0.249419,0.904939,0.988698,0.791882,1,0.920223,0.891486,0.998972,0.932148
M4,added noise,sigma 0.003,train/Category-1_a_0030,table,12.9583,0.513426,20.1357,40.9456,0.941045,2.21267,0.0748953,1e-06,0.00121637,0.698187,0.478281,0.000449959,0.819616,0.0177134
M4,added noise,sigma 0.003,train/Category-1_a_0030,background,3.55265,0.0379829,6.0486,49.1514,0.988869,0.906473,0.491384,0.149697,0.133161,0.971713,0.739221,0.213962,0.980291,0.438994
M4,added noise,sigma 0.01,train/Category-1_a_0030,full,11.3325,0.42694,8.80358,38.2451,0.897909,2.85191,0.103674,1e-06,0.0531558,0.608171,0.386495,0.00176634,0.75304,0.0329986
M4,added noise,sigma 0.01,train/Category-1_a_0030,object,1.66249,0.00262668,2.33454,45.0657,0.978562,0.826147,0.71713,0.876925,0.459241,0.835524,0.759282,0.660998,0.907043,0.753929
M4,added noise,sigma 0.01,train/Category-1_a_0030,table,30.6067,3.60597,59.1416,32.0396,0.710244,5.96636,0.00219549,1e-06,1e-06,0.40132,0.136861,1.2997e-05,0.555782,0.00217812
M4,added noise,sigma 0.01,train/Category-1_a_0030,background,11.2304,0.187046,20.0949,39.0508,0.901476,2.92367,0.105814,8.67658e-05,0.00123301,0.635026,0.37736,0.00224536,0.768251,0.0373321
M4,added noise,sigma 0.03,train/Category-1_a_0030,full,26.1167,1.97667,25.0906,29.7043,0.585529,7.0325,0.00538935,1e-06,0.000233222,0.323477,0.0959272,0.00010792,0.454503,0.005546
M4,added noise,sigma 0.03,train/Category-1_a_0030,object,4.85409,0.0566921,6.97515,35.6779,0.867581,2.40295,0.378773,0.0587418,0.0977784,0.522597,0.448887,0.129576,0.695089,0.281058
M4,added noise,sigma 0.03,train/Category-1_a_0030,table,47.1592,7.72221,157.04,24.4897,0.401252,11.181,8.01314e-05,1e-06,1e-06,0.149656,0.0240648,4.31123e-06,0.275454,0.000756005
M4,added noise,sigma 0.03,train/Category-1_a_0030,background,28.045,1.76281,56.8835,30.1232,0.55038,7.49605,0.00366476,1e-06,1e-06,0.337439,0.0821932,1.54175e-05,0.443909,0.00203136
M4,added noise,sigma 0.05,train/Category-1_a_0030,full,33.9264,3.93697,39.0186,26.1072,0.408548,9.68774,0.00113029,1e-06,2.24634e-06,0.203574,0.0395873,1.36423e-05,0.306061,0.00150353
M4,added noise,sigma 0.05,train/Category-1_a_0030,object,7.67712,0.21308,11.5055,31.6368,0.752492,3.8065,0.215364,2.36066e-05,0.0215976,0.387894,0.281159,0.00478856,0.570193,0.0469951
M4,added noise,sigma 0.05,train/Category-1_a_0030,table,52.6857,9.24423,253.695,21.1209,0.280776,14.085,2.65322e-05,1e-06,1e-06,0.037363,0.00914082,2.98257e-06,0.15907,0.000448744
M4,added noise,sigma 0.05,train/Category-1_a_0030,background,37.0352,4.11105,86.7241,26.4691,0.355905,10.3647,0.000606963,1e-06,1e-06,0.215637,0.0315906,8.46683e-06,0.285771,0.00111789
M5,smoothing,sigma 0.5px,train/Category-1_a_0030,full,1.9379,0.00261622,1.71057,55.7488,0.997995,0.322029,0.678698,0.877384,0.565418,1,0.898217,0.695684,0.998998,0.820466
M5,smoothing,sigma 0.5px,train/Category-1_a_0030,object,0.335445,8.1986e-05,0.740682,55.1249,0.999155,0.162182,0.935112,0.995909,0.781224,1,0.947375,0.8994,0.999577,0.940569
M5,smoothing,sigma 0.5px,train/Category-1_a_0030,table,5.47886,0.0141236,6.32417,50.756,0.994363,0.645411,0.334281,0.493525,0.121474,1,0.806431,0.271624,0.997182,0.504127
M5,smoothing,sigma 0.5px,train/Category-1_a_0030,background,1.88597,0.00193807,2.66624,56.9813,0.998141,0.319859,0.685784,0.907643,0.41117,1,0.898867,0.634904,0.99907,0.783911
M5,smoothing,sigma 1px,train/Category-1_a_0030,full,4.79646,0.0130567,4.72901,46.4409,0.985891,0.840512,0.383164,0.520568,0.206731,0.881365,0.755655,0.34548,0.933628,0.5502
M5,smoothing,sigma 1px,train/Category-1_a_0030,object,0.865884,0.000551116,2.23094,43.7956,0.992086,0.506151,0.840989,0.97282,0.475378,0.793188,0.844748,0.72994,0.892637,0.800551
M5,smoothing,sigma 1px,train/Category-1_a_0030,table,13.5878,0.0680682,19.7385,41.4633,0.959636,1.68965,0.0660358,0.0332597,0.00138853,0.715443,0.569375,0.0145017,0.837539,0.104009
M5,smoothing,sigma 1px,train/Category-1_a_0030,background,4.6584,0.00988923,6.82331,48.4915,0.987359,0.818548,0.393891,0.609899,0.102855,0.949716,0.761207,0.291264,0.968538,0.512282
M5,smoothing,sigma 2px,train/Category-1_a_0030,full,6.05965,0.0199455,8.90535,40.3687,0.972693,1.17099,0.297622,0.368884,0.0513829,0.678956,0.676833,0.178016,0.825825,0.372145
M5,smoothing,sigma 2px,train/Category-1_a_0030,object,1.32586,0.00156683,4.86472,35.6656,0.969784,1.06383,0.767074,0.924649,0.197587,0.522186,0.701448,0.519427,0.745985,0.616761
M5,smoothing,sigma 2px,train/Category-1_a_0030,table,17.2575,0.10416,51.6235,34.6653,0.917072,2.45271,0.031698,0.00547251,1e-06,0.488842,0.441503,0.000557707,0.702957,0.0184658
M5,smoothing,sigma 2px,train/Category-1_a_0030,background,5.83183,0.0149506,10.0188,44.884,0.978859,1.06209,0.311497,0.473534,0.0354507,0.829468,0.701853,0.173571,0.904164,0.381383
M5,smoothing,sigma 4px,train/Category-1_a_0030,full,6.83262,0.0250358,16.8523,34.2996,0.955588,1.5389,0.254992,0.285992,0.00363398,0.476652,0.598716,0.0642324,0.71612,0.208788
M5,smoothing,sigma 4px,train/Category-1_a_0030,object,2.10136,0.00542453,9.58353,29.6062,0.92129,2.1357,0.656869,0.762444,0.0409865,0.320208,0.490711,0.273806,0.620749,0.397984
M5,smoothing,sigma 4px,train/Category-1_a_0030,table,19.6974,0.130557,134.707,27.1669,0.850666,3.61156,0.0194585,0.00146215,1e-06,0.238898,0.300036,0.000305282,0.544782,0.0117925
M5,smoothing,sigma 4px,train/Category-1_a_0030,background,6.43615,0.0181262,15.0795,41.1058,0.972709,1.21607,0.276034,0.404013,0.00656178,0.703525,0.666739,0.0901142,0.838117,0.26555
M6,destriping,own profile,train/Category-1_a_0030,full,6.17407,0.0684439,4.91242,43.1547,0.979916,1.20955,0.290889,0.0326407,0.194471,0.771825,0.668191,0.122682,0.87587,0.31476
M6,destriping,own profile,train/Category-1_a_0030,object,0.881232,0.000730934,1.62867,48.4706,0.995719,0.419481,0.838411,0.964113,0.581066,0.949021,0.869509,0.777327,0.97237,0.854937
M6,destriping,own profile,train/Category-1_a_0030,table,20.0092,0.380768,25.8724,36.6187,0.922428,2.81608,0.018282,1e-06,0.000179715,0.553957,0.391138,0.000148663,0.738193,0.0095238
M6,destriping,own profile,train/Category-1_a_0030,background,5.7867,0.0498345,9.18906,44.2284,0.982704,1.198,0.314321,0.0827671,0.0467463,0.807612,0.670768,0.10674,0.895158,0.296015
M6,destriping,train template,train/Category-1_a_0030,full,5.92003,0.0365956,4.5511,45.4667,0.982792,0.99167,0.30605,0.160449,0.219362,0.848889,0.718524,0.22085,0.91584,0.433662
M6,destriping,train template,train/Category-1_a_0030,object,0.791302,0.000465054,1.54609,51.6149,0.996188,0.313914,0.853627,0.977016,0.597285,1,0.90065,0.792715,0.998094,0.875895
M6,destriping,train template,train/Category-1_a_0030,table,19.2779,0.225341,18.8262,39.1838,0.936915,2.26032,0.0211615,1.27876e-05,0.00188202,0.63946,0.470745,0.000798584,0.788187,0.0232219
M6,destriping,train template,train/Category-1_a_0030,background,5.54954,0.0244368,7.80948,46.3472,0.984868,0.992811,0.329589,0.294687,0.0740393,0.87824,0.71825,0.193018,0.931554,0.407815
M7,gain error,global +1%,train/Category-1_a_0030,full,0.0231442,1.79737e-08,2.01047,55.9464,0.999981,0.125179,0.995382,0.999999,0.511628,1,0.959132,0.798573,0.999991,0.88805
M7,gain error,global +1%,train/Category-1_a_0030,object,0.00609664,1.57153e-08,1.1654,51.2238,0.999955,0.211973,0.998781,0.999999,0.678095,1,0.931781,0.878187,0.999978,0.927229
M7,gain error,global +1%,train/Category-1_a_0030,table,0.0844477,1.74281e-08,1.7438,62.3221,0.999975,0.0645779,0.983252,0.999999,0.559189,1,0.978704,0.819234,0.999987,0.902193
M7,gain error,global +1%,train/Category-1_a_0030,background,0.0202073,1.8459e-08,1.15907,57.4772,0.999987,0.114756,0.995967,0.999999,0.679529,1,0.96247,0.877979,0.999993,0.931642
M7,gain error,global -1%,train/Category-1_a_0030,full,0.0233342,1.79806e-08,2.01047,55.8781,0.999981,0.126042,0.995344,0.999999,0.511628,1,0.958856,0.798563,0.99999,0.888006
M7,gain error,global -1%,train/Category-1_a_0030,object,0.00676949,1.57458e-08,1.1654,51.1329,0.999955,0.214589,0.998647,0.999999,0.678095,1,0.930969,0.878147,0.999978,0.927087
M7,gain error,global -1%,train/Category-1_a_0030,table,0.085276,1.74025e-08,1.7438,62.2718,0.999974,0.0650147,0.983089,0.999999,0.559189,1,0.978562,0.819188,0.999987,0.902149
M7,gain error,global -1%,train/Category-1_a_0030,background,0.0202409,1.84647e-08,1.15907,57.4266,0.999986,0.115328,0.99596,0.999999,0.679529,1,0.962287,0.877977,0.999993,0.931614
M7,gain error,global +3%,train/Category-1_a_0030,full,0.0231372,1.79796e-08,6.03142,46.4785,0.999844,0.372791,0.995383,0.999999,0.133925,0.882616,0.883147,0.510839,0.94123,0.686816
M7,gain error,global +3%,train/Category-1_a_0030,object,0.00685008,1.57268e-08,3.49621,41.7877,0.999686,0.626805,0.998631,0.999999,0.311797,0.726258,0.811448,0.677785,0.862972,0.757764
M7,gain error,global +3%,train/Category-1_a_0030,table,0.0835658,1.74404e-08,5.23141,52.8292,0.999779,0.192435,0.983426,0.999999,0.174854,1,0.937869,0.556082,0.999889,0.73854
M7,gain error,global +3%,train/Category-1_a_0030,background,0.0201438,1.84632e-08,3.4772,47.9847,0.999881,0.342587,0.995979,0.999999,0.313779,0.932823,0.892083,0.678617,0.966352,0.800148
M7,gain error,global -3%,train/Category-1_a_0030,full,0.0231724,1.79887e-08,6.03142,46.2725,0.999838,0.380542,0.995376,0.999999,0.133925,0.875751,0.880868,0.510838,0.937795,0.685671
M7,gain error,global -3%,train/Category-1_a_0030,object,0.00512745,1.56885e-08,3.49621,41.5126,0.999697,0.650221,0.998975,0.999999,0.311797,0.717085,0.805139,0.677863,0.858391,0.755512
M7,gain error,global -3%,train/Category-1_a_0030,table,0.0861522,1.7411e-08,5.23141,52.6783,0.999762,0.196369,0.982917,0.999999,0.174854,1,0.93664,0.555986,0.999881,0.738329
M7,gain error,global -3%,train/Category-1_a_0030,background,0.0202564,1.84852e-08,3.4772,47.8327,0.999873,0.34774,0.995957,0.999999,0.313779,0.927756,0.890553,0.678612,0.963815,0.799203
M7,gain error,global +10%,train/Category-1_a_0030,full,0.0223633,1.79465e-08,20.1048,36.2717,0.998529,1.21224,0.995537,0.999999,0.00122896,0.542391,0.667591,0.106954,0.77046,0.280956
M7,gain error,global +10%,train/Category-1_a_0030,object,0.00525197,1.56816e-08,11.6541,31.6898,0.997689,1.98924,0.99895,0.999999,0.0205543,0.389661,0.515261,0.273831,0.693675,0.416821
M7,gain error,global +10%,train/Category-1_a_0030,table,0.0808298,1.74401e-08,17.4381,42.5396,0.997732,0.626775,0.983964,0.999999,0.0029894,0.751319,0.811456,0.143281,0.874526,0.350029
M7,gain error,global +10%,train/Category-1_a_0030,background,0.0197248,1.84291e-08,11.5907,37.6962,0.99877,1.12326,0.996063,0.999999,0.0209931,0.589872,0.687689,0.2755,0.794321,0.457792
M7,gain error,global -10%,train/Category-1_a_0030,full,0.0235701,1.80319e-08,20.1048,35.5835,0.998301,1.29519,0.995297,0.999999,0.00122896,0.519452,0.649385,0.106946,0.758876,0.278302
M7,gain error,global -10%,train/Category-1_a_0030,object,0.00528721,1.57689e-08,11.6541,30.7675,0.998022,2.22698,0.998943,0.999999,0.0205543,0.358918,0.476005,0.27383,0.67847,0.408713
M7,gain error,global -10%,train/Category-1_a_0030,table,0.0894899,1.74567e-08,17.4381,42.0357,0.997124,0.670412,0.982261,0.999999,0.0029894,0.734522,0.799738,0.143198,0.865823,0.347945
M7,gain error,global -10%,train/Category-1_a_0030,background,0.0204029,1.85211e-08,11.5907,37.1884,0.998473,1.18068,0.995928,0.999999,0.0209931,0.572948,0.67465,0.275487,0.785711,0.454731
M7,gain error,per band 1%,train/Category-1_a_0030,full,0.542521,9.5841e-05,2.01047,57.831,0.999989,0.486662,0.897175,0.995219,0.511628,1,0.850254,0.770164,0.999994,0.856492
M7,gain error,per band 1%,train/Category-1_a_0030,object,0.566142,9.82558e-05,1.1654,53.3467,0.999986,0.618094,0.892947,0.995099,0.678095,1,0.813808,0.844619,0.999993,0.891061
M7,gain error,per band 1%,train/Category-1_a_0030,table,0.499024,9.3485e-05,1.7438,64.2844,0.999981,0.258063,0.905014,0.995337,0.559189,1,0.917575,0.795661,0.999991,0.88056
M7,gain error,per band 1%,train/Category-1_a_0030,background,0.542409,9.56186e-05,1.15907,59.1769,0.99999,0.484683,0.897195,0.99523,0.679529,1,0.850815,0.846589,0.999995,0.898071
M7,gain error,per band 3%,train/Category-1_a_0030,full,1.61448,0.000859516,6.03142,48.3058,0.999897,1.44484,0.72405,0.957935,0.133925,0.943527,0.617785,0.452886,0.971712,0.619809
M7,gain error,per band 3%,train/Category-1_a_0030,object,1.69407,0.000882483,3.49621,43.8227,0.999867,1.82358,0.712615,0.956835,0.311797,0.79409,0.544515,0.596835,0.896979,0.678895
M7,gain error,per band 3%,train/Category-1_a_0030,table,1.4597,0.000837658,5.23141,54.7621,0.999833,0.778246,0.746813,0.958982,0.174854,1,0.771502,0.500303,0.999917,0.680306
M7,gain error,per band 3%,train/Category-1_a_0030,background,1.61493,0.000857345,3.4772,49.6507,0.999909,1.43994,0.723984,0.958039,0.313779,0.988357,0.618797,0.601513,0.994133,0.720212
M7,gain error,per band 10%,train/Category-1_a_0030,full,5.26482,0.00945361,20.1048,37.8969,0.998875,4.58552,0.348902,0.623329,0.00122896,0.596562,0.216859,0.0644149,0.797718,0.186452
M7,gain error,per band 10%,train/Category-1_a_0030,object,5.5866,0.0097561,11.6541,33.4165,0.998527,5.62583,0.327155,0.613973,0.0205543,0.447216,0.153313,0.160424,0.722871,0.269862
M7,gain error,per band 10%,train/Category-1_a_0030,table,4.71133,0.0091859,17.4381,44.3651,0.998238,2.61959,0.389744,0.631729,0.0029894,0.812171,0.417614,0.0902882,0.905204,0.254562
M7,gain error,per band 10%,train/Category-1_a_0030,background,5.25935,0.00942298,11.5907,39.2394,0.999005,4.58565,0.349284,0.624284,0.0209931,0.641313,0.21685,0.16604,0.820159,0.30227
M8,zero-clamping,zero <0.001,train/Category-1_a_0030,full,0.0481525,0.00521353,0.0219355,74.4607,0.999969,0.0025717,0.990416,0.77053,0.992715,1,0.999143,0.911613,0.999984,0.954656
M8,zero-clamping,zero <0.001,train/Category-1_a_0030,object,0.00541182,0,0,120,1,0,0.998918,1,1,1,1,0.999639,1,0.99982
M8,zero-clamping,zero <0.001,train/Category-1_a_0030,table,0.229768,0.0279072,0.404585,67.169,0.999827,0.0140548,0.955086,0.247744,0.873837,1,0.995326,0.591323,0.999914,0.768412
M8,zero-clamping,zero <0.001,train/Category-1_a_0030,background,0.0379725,0.00391727,0.0463718,75.7065,0.999977,0.00190314,0.992434,0.822124,0.984662,1,0.999366,0.929627,0.999988,0.964076
