row,name,knob,stem,region,SAM,SID,ERGAS,PSNR,SSIM,DE,S_SAM,S_SID,S_ERGAS,S_PSNR,S_DE,S_SPEC,S_SPAT,SSC
M7,gain error,global -3%,train/Category-2_a_0006,table,0.0903572,1.72472e-08,5.10405,52.5907,0.999753,0.201809,0.982091,0.999999,0.182437,1,0.934943,0.563752,0.999876,0.743264
M7,gain error,global -3%,train/Category-2_a_0006,background,0.0243224,1.79099e-08,5.80222,47.3309,0.999854,0.358498,0.995147,0.999999,0.144558,0.91103,0.887365,0.523974,0.955442,0.699748
M7,gain error,global +10%,train/Category-2_a_0006,full,0.0163224,2.06419e-08,13.5199,33.5539,0.998185,1.73103,0.996741,0.999999,0.0110355,0.451798,0.561576,0.222395,0.724992,0.386447
M7,gain error,global +10%,train/Category-2_a_0006,object,0.00577331,2.20419e-08,12.2827,32.3926,0.9981,2.06386,0.998846,0.999999,0.0166683,0.413086,0.502603,0.255346,0.705593,0.403406
M7,gain error,global +10%,train/Category-2_a_0006,table,0.0848299,1.72522e-08,17.0135,42.4511,0.997636,0.646719,0.983177,0.999999,0.00344384,0.74837,0.806079,0.150161,0.873003,0.357759
M7,gain error,global +10%,train/Category-2_a_0006,background,0.0236378,1.78512e-08,19.3408,37.2194,0.998598,1.15642,0.995284,0.999999,0.0015854,0.57398,0.68013,0.11642,0.786289,0.296044
M7,gain error,global -10%,train/Category-2_a_0006,full,0.0174076,2.07002e-08,13.5199,32.9814,0.998221,1.84116,0.996525,0.999999,0.0110355,0.432713,0.541333,0.222379,0.715467,0.382536
M7,gain error,global -10%,train/Category-2_a_0006,object,0.00586987,2.21015e-08,12.2827,31.815,0.998337,2.19967,0.998827,0.999999,0.0166683,0.393833,0.480358,0.255345,0.696085,0.398777
M7,gain error,global -10%,train/Category-2_a_0006,table,0.0938717,1.72929e-08,17.0135,41.9486,0.997007,0.687492,0.981401,0.999999,0.00344384,0.731618,0.795198,0.150071,0.864313,0.355676
M7,gain error,global -10%,train/Category-2_a_0006,background,0.0249183,1.79113e-08,19.3408,36.6831,0.998287,1.21768,0.995029,0.999999,0.0015854,0.556102,0.666381,0.11641,0.777195,0.293927
M7,gain error,per band 1%,train/Category-2_a_0006,full,0.559071,9.81367e-05,1.35199,56.9312,0.999977,0.278433,0.89421,0.995105,0.637206,1,0.911366,0.827681,0.999988,0.897188
M7,gain error,per band 1%,train/Category-2_a_0006,object,0.570939,9.94151e-05,1.22827,56.0092,0.999973,0.225137,0.89209,0.995042,0.664033,1,0.927701,0.838455,0.999986,0.905418
M7,gain error,per band 1%,train/Category-2_a_0006,table,0.508273,9.40806e-05,1.70135,64.2342,0.999979,0.249366,0.903342,0.995307,0.567159,1,0.920239,0.798922,0.99999,0.882746
M7,gain error,per band 1%,train/Category-2_a_0006,background,0.542457,9.58947e-05,1.93407,59.1094,0.999987,0.435135,0.897187,0.995217,0.524825,1,0.864983,0.776733,0.999994,0.862355
M7,gain error,per band 3%,train/Category-2_a_0006,full,1.66906,0.000881583,4.05597,47.4323,0.999798,0.832269,0.716188,0.956878,0.258725,0.914408,0.757734,0.56179,0.957103,0.708027
M7,gain error,per band 3%,train/Category-2_a_0006,object,1.71041,0.000893796,3.68482,46.5147,0.999763,0.67539,0.71029,0.956294,0.292798,0.883823,0.798412,0.583712,0.941793,0.723299
M7,gain error,per band 3%,train/Category-2_a_0006,table,1.48435,0.000843218,5.10405,54.711,0.999819,0.752339,0.74314,0.958715,0.182437,1,0.778194,0.506553,0.999909,0.685428
M7,gain error,per band 3%,train/Category-2_a_0006,background,1.61365,0.000860043,5.80222,49.5884,0.999886,1.29173,0.724169,0.957909,0.144558,0.986279,0.650133,0.464589,0.993083,0.637426
M7,gain error,per band 10%,train/Category-2_a_0006,full,5.49684,0.00975287,13.5199,37.1079,0.997927,2.72547,0.333081,0.614072,0.0110355,0.570262,0.403132,0.131176,0.784095,0.290251
M7,gain error,per band 10%,train/Category-2_a_0006,object,5.66222,0.00991575,12.2827,36.2047,0.9976,2.24495,0.322245,0.609091,0.0166683,0.540157,0.473163,0.148452,0.768878,0.31412
M7,gain error,per band 10%,train/Category-2_a_0006,table,4.79874,0.00925529,17.0135,44.3114,0.998092,2.53286,0.38299,0.629541,0.00344384,0.810379,0.429864,0.0939906,0.904235,0.26076
M7,gain error,per band 10%,train/Category-2_a_0006,background,5.26219,0.00946111,19.3408,39.1912,0.99878,4.11617,0.349086,0.623095,0.0015854,0.639708,0.253585,0.0701254,0.819244,0.201025
M8,zero-clamping,zero <0.001,train/Category-2_a_0006,full,0.0444774,0.00547798,0.0202695,73.722,0.999957,0.00325864,0.991144,0.760409,0.993266,1,0.998914,0.907994,0.999979,0.952725
M8,zero-clamping,zero <0.001,train/Category-2_a_0006,object,0.00578519,2.13377e-09,9.38593e-06,120,1,9.10488e-10,0.998844,1,0.999997,1,1,0.999613,1,0.999807
M8,zero-clamping,zero <0.001,train/Category-2_a_0006,table,0.3118,0.0444655,0.459513,64.4916,0.999607,0.0262627,0.939545,0.108254,0.857983,1,0.991284,0.443554,0.999803,0.665079
M8,zero-clamping,zero <0.001,train/Category-2_a_0006,background,0.0661863,0.00818748,0.0444985,72.2239,0.99995,0.00493047,0.98685,0.664066,0.985277,1,0.998358,0.864318,0.999975,0.92945
M8,zero-clamping,zero <0.003,train/Category-2_a_0006,full,0.358936,0.118377,0.157987,53.5287,0.996581,0.0443066,0.930729,0.0026883,0.9487,1,0.98534,0.133396,0.99829,0.364208
M8,zero-clamping,zero <0.003,train/Category-2_a_0006,object,0.00578809,1.53099e-07,0.000309838,120,1,8.18083e-08,0.998843,0.999992,0.999897,1,1,0.999577,1,0.999789
M8,zero-clamping,zero <0.003,train/Category-2_a_0006,table,2.92633,0.928568,4.14414,44.6817,0.973513,0.35888,0.556957,1e-06,0.251232,0.822725,0.887252,0.00519157,0.898119,0.068159
M8,zero-clamping,zero <0.003,train/Category-2_a_0006,background,0.516376,0.187241,0.373037,51.3858,0.994484,0.0664647,0.901879,8.59222e-05,0.883075,1,0.978089,0.0409025,0.997242,0.201378
M8,zero-clamping,zero <0.01,train/Category-2_a_0006,full,2.49263,1.0503,0.985937,37.8046,0.960869,0.304491,0.607425,1e-06,0.719898,0.593487,0.903484,0.00759022,0.777178,0.0785593
M8,zero-clamping,zero <0.01,train/Category-2_a_0006,object,0.0060069,1.14888e-05,0.00377167,115.344,1,4.12082e-06,0.998799,0.999426,0.998744,1,0.999999,0.998989,1,0.999494
M8,zero-clamping,zero <0.01,train/Category-2_a_0006,table,24.1501,9.96493,29.6937,27.7949,0.625777,2.99573,0.00798636,1e-06,5.02804e-05,0.259829,0.368404,7.37762e-05,0.442803,0.00556007
M8,zero-clamping,zero <0.01,train/Category-2_a_0006,background,2.45872,1.11034,1.78944,38.3278,0.959577,0.287799,0.611559,1e-06,0.550747,0.610926,0.908525,0.00695766,0.785251,0.0755501
M8,zero-clamping,zero <0.02,train/Category-2_a_0006,full,4.48969,1.7584,1.83341,33.0649,0.932376,0.557508,0.407409,1e-06,0.542734,0.435497,0.83041,0.00604699,0.683937,0.0662093
M8,zero-clamping,zero <0.02,train/Category-2_a_0006,object,0.00980335,0.000242336,0.167386,65.4799,0.999866,0.00195699,0.998041,0.987956,0.945733,1,0.999348,0.976978,0.999933,0.988302
M8,zero-clamping,zero <0.02,train/Category-2_a_0006,table,43.8132,17.2802,54.3054,22.8472,0.32979,5.38303,0.000156471,1e-06,1e-06,0.0949074,0.166236,5.38862e-06,0.212349,0.00103113
M8,zero-clamping,zero <0.02,train/Category-2_a_0006,background,4.33103,1.66771,3.24779,34.4434,0.938015,0.554109,0.420544,1e-06,0.338715,0.481448,0.831351,0.00522254,0.709731,0.0623435
M8,zero-clamping,floor 0.005,train/Category-2_a_0006,full,0.49706,0.00532024,0.26613,48.222,0.995773,0.0881638,0.90537,0.76643,0.915111,0.940735,0.97104,0.859523,0.968254,0.912663
M8,zero-clamping,floor 0.005,train/Category-2_a_0006,object,0.00579299,1.86349e-08,0.000465901,120,1,1.91523e-07,0.998842,0.999999,0.999845,1,1,0.999562,1,0.999781
M8,zero-clamping,floor 0.005,train/Category-2_a_0006,table,4.08209,0.0413867,6.65184,39.2829,0.965778,0.722862,0.442012,0.12627,0.108905,0.642762,0.785878,0.182499,0.80427,0.38179
M8,zero-clamping,floor 0.005,train/Category-2_a_0006,background,0.711764,0.00852566,0.611568,46.2208,0.993653,0.129465,0.867315,0.652932,0.81558,0.874026,0.957763,0.772984,0.933839,0.852843
M8,zero-clamping,floor 0.02,train/Category-2_a_0006,full,2.36931,0.0245259,2.60596,33.0683,0.973147,0.699359,0.622593,0.293377,0.419516,0.43561,0.792059,0.424743,0.704379,0.556684
M8,zero-clamping,floor 0.02,train/Category-2_a_0006,object,0.00682503,1.67455e-06,0.0181293,87.6207,0.999999,0.000173618,0.998636,0.999916,0.993975,1,0.999942,0.997506,0.999999,0.998743
M8,zero-clamping,floor 0.02,train/Category-2_a_0006,table,21.3104,0.203954,73.1811,23.5629,0.758082,6.44811,0.0140929,3.72553e-05,1e-06,0.118764,0.116558,8.06732e-05,0.438423,0.00487538
M8,zero-clamping,floor 0.02,train/Category-2_a_0006,background,2.85896,0.0350966,5.35761,32.1439,0.967511,0.798613,0.564512,0.172936,0.167651,0.404795,0.766283,0.253896,0.686153,0.424359
M9,constant,zeros,train/Category-2_a_0006,full,90,23.6986,135.199,6.43117,0.00323757,36.7352,1e-06,1e-06,1e-06,0,4.8088e-06,1e-06,0.00161879,1.68082e-05
M9,constant,zeros,train/Category-2_a_0006,object,90,23.7341,122.827,5.18166,0.00125704,45.659,1e-06,1e-06,1e-06,0,1e-06,1e-06,0.000628519,9.53699e-06
M9,constant,zeros,train/Category-2_a_0006,table,90,23.7003,170.135,17.1892,0.0182307,9.43611,1e-06,1e-06,1e-06,0,0.0430509,1e-06,0.00911533,0.000120509
M9,constant,zeros,train/Category-2_a_0006,background,90,23.6001,193.407,10.7468,0.00393076,20.7632,1e-06,1e-06,1e-06,0,0.000986767,1e-06,0.00196538,3.99796e-05
M9,constant,train mean,train/Category-2_a_0006,full,23.8945,0.375739,113.884,11.6044,0.730493,25.2734,0.00840525,1e-06,1e-06,0,0.000219431,2.03322e-05,0.365247,0.00089576
M9,constant,train mean,train/Category-2_a_0006,object,24.263,0.458959,101.409,10.7681,0.742717,29.2528,0.00780812,1e-06,1e-06,0,5.82411e-05,1.98388e-05,0.371359,0.000729407
M9,constant,train mean,train/Category-2_a_0006,table,33.4386,0.345797,777.77,11.1452,0.372198,25.1653,0.00124611,1e-06,1e-06,0,0.000227482,1.0761e-05,0.186099,0.000517462
M9,constant,train mean,train/Category-2_a_0006,background,19.8291,0.155094,179.595,15.841,0.811036,14.3004,0.0189525,0.000428718,1e-06,0,0.00850755,0.000201039,0.405518,0.00505724
M9,constant,ones,train/Category-2_a_0006,full,27.0557,0.463732,634.784,3.55888,0.509127,52.5678,0.00446654,1e-06,1e-06,0,1e-06,1.64686e-05,0.254564,0.000316488
M9,constant,ones,train/Category-2_a_0006,object,28.8919,0.588898,522.453,4.42853,0.576007,45.6801,0.00309371,1e-06,1e-06,0,1e-06,1.45711e-05,0.288004,0.000310839
M9,constant,ones,train/Category-2_a_0006,table,32.1945,0.323914,6280.8,1.03866,0.157775,86.0533,0.00159815,1e-06,1e-06,0,1e-06,1.16916e-05,0.0788876,0.000176966
M9,constant,ones,train/Category-2_a_0006,background,20.3363,0.162129,1253.54,2.58658,0.436265,60.933,0.0171243,0.000301591,1e-06,0,1e-06,0.000172853,0.218133,0.000971384
M1,dropped pixels,drop 0.01,train/Category-2_a_0013,full,0.0803019,0.000165957,0.725079,66.2624,0.999864,0.00912455,0.984068,0.991737,0.785297,1,0.996963,0.915135,0.999932,0.956168
M1,dropped pixels,drop 0.01,train/Category-2_a_0013,object,0.0502376,5.7028e-05,0.487059,63.1037,0.999863,0.00931135,0.990003,0.997153,0.850141,1,0.996901,0.943256,0.999932,0.970739
M1,dropped pixels,drop 0.01,train/Category-2_a_0013,table,0.229562,0.000825422,1.54505,63.1384,0.999693,0.0154198,0.955126,0.959569,0.597491,1,0.994873,0.818131,0.999847,0.90376
M1,dropped pixels,drop 0.01,train/Category-2_a_0013,background,0.0728472,0.00012589,0.816035,68.7408,0.999883,0.00837621,0.985536,0.993725,0.761845,1,0.997212,0.906989,0.999941,0.951941
M1,dropped pixels,drop 0.1,train/Category-2_a_0013,full,0.570235,0.00159791,2.31547,56.121,0.998623,0.0920098,0.892216,0.923213,0.462169,1,0.969796,0.724755,0.999311,0.847213
M1,dropped pixels,drop 0.1,train/Category-2_a_0013,object,0.373363,0.000570839,1.53371,52.947,0.998649,0.0936309,0.928047,0.971862,0.599753,1,0.969272,0.814796,0.999325,0.898232
M1,dropped pixels,drop 0.1,train/Category-2_a_0013,table,1.5248,0.00825056,4.70168,53.1987,0.996857,0.157217,0.737152,0.661975,0.208623,1,0.948944,0.466932,0.998428,0.677601
M1,dropped pixels,drop 0.1,train/Category-2_a_0013,background,0.523932,0.00117231,2.66155,58.5379,0.998809,0.084352,0.900517,0.943069,0.411814,1,0.972274,0.704551,0.999405,0.835668
M1,dropped pixels,drop 0.5,train/Category-2_a_0013,full,2.73499,0.00786773,5.20734,49.1055,0.992991,0.459727,0.578685,0.674768,0.176263,0.970185,0.857922,0.409813,0.981588,0.621563
M1,dropped pixels,drop 0.5,train/Category-2_a_0013,object,1.80881,0.0028254,3.48396,45.8389,0.993093,0.47104,0.696448,0.868255,0.313072,0.861298,0.854693,0.574196,0.927195,0.720795
M1,dropped pixels,drop 0.5,train/Category-2_a_0013,table,7.12074,0.0404628,10.7641,46.2509,0.984256,0.774473,0.240714,0.13224,0.0276523,0.875029,0.772473,0.0958366,0.929642,0.290308
M1,dropped pixels,drop 0.5,train/Category-2_a_0013,background,2.52871,0.00578551,5.89697,51.599,0.993922,0.421723,0.603058,0.748806,0.140064,1,0.868859,0.39843,0.996961,0.617384
M1,dropped pixels,pool 2,train/Category-2_a_0013,full,5.70935,0.017143,9.91564,43.2009,0.980295,1.06267,0.319222,0.42437,0.0366914,0.773364,0.701718,0.170661,0.87683,0.374121
M1,dropped pixels,pool 2,train/Category-2_a_0013,object,3.87373,0.00644107,7.33451,38.7643,0.976456,1.22504,0.460821,0.72466,0.0867404,0.625477,0.664748,0.307111,0.800966,0.482294
M1,dropped pixels,pool 2,train/Category-2_a_0013,table,14.7948,0.0884666,20.7773,41.0621,0.956774,1.76982,0.0518733,0.0119942,0.00098216,0.70207,0.554361,0.00848593,0.829422,0.0789751
M1,dropped pixels,pool 2,train/Category-2_a_0013,background,5.25725,0.0124878,9.2986,47.1825,0.984029,0.93644,0.34943,0.535588,0.0450702,0.906085,0.731874,0.203561,0.945057,0.422107
M1,dropped pixels,pool 4,train/Category-2_a_0013,full,7.02197,0.0250161,21.7835,36.1633,0.959367,1.51323,0.245516,0.286275,0.000702291,0.538777,0.603861,0.0366826,0.749072,0.160492
M1,dropped pixels,pool 4,train/Category-2_a_0013,object,5.14467,0.011636,17.5694,30.6791,0.922925,2.30561,0.357388,0.558892,0.00286135,0.355971,0.46369,0.0829875,0.639448,0.219519
M1,dropped pixels,pool 4,train/Category-2_a_0013,table,18.0954,0.126377,57.0177,34.279,0.916078,2.50295,0.0268073,0.001802,1e-06,0.475966,0.434172,0.000364197,0.696022,0.0148332
M1,dropped pixels,pool 4,train/Category-2_a_0013,background,6.36358,0.0178549,14.2207,43.514,0.974999,1.168,0.28007,0.40953,0.00873673,0.783801,0.677509,0.100069,0.8794,0.285268
M1,dropped pixels,pool 8,train/Category-2_a_0013,full,7.89928,0.0313545,45.0817,29.7945,0.925557,2.13769,0.206005,0.208519,1e-06,0.326484,0.490386,0.0035022,0.626021,0.0451396
M1,dropped pixels,pool 8,train/Category-2_a_0013,object,6.40966,0.0196127,37.1267,24.2693,0.813895,4.26622,0.277501,0.375073,4.2205e-06,0.142309,0.241213,0.00760177,0.478102,0.0544064
M1,dropped pixels,pool 8,train/Category-2_a_0013,table,20.4613,0.154075,157.621,26.5965,0.847305,3.7018,0.0167014,0.000451128,1e-06,0.219882,0.291145,0.000196043,0.533594,0.00933933
M1,dropped pixels,pool 8,train/Category-2_a_0013,background,6.96148,0.0213546,23.3547,39.2235,0.967473,1.33072,0.248504,0.343788,0.000415966,0.640783,0.641739,0.0328771,0.804128,0.157186
M2,dropped bands,every 10,train/Category-2_a_0013,full,6.84732,0.0123187,6.06724,38.5564,0.996709,5.03833,0.254243,0.540135,0.132336,0.618546,0.186478,0.262912,0.807627,0.369848
M2,dropped bands,every 10,train/Category-2_a_0013,object,1.57777,0.00148868,2.3723,46.9317,0.998226,1.08695,0.729385,0.928269,0.453497,0.897724,0.696061,0.674634,0.947975,0.763502
M2,dropped bands,every 10,train/Category-2_a_0013,table,3.10399,0.00719547,4.57732,50.6609,0.995188,0.722846,0.537515,0.697834,0.217453,1,0.785882,0.43368,0.997594,0.634632
M2,dropped bands,every 10,train/Category-2_a_0013,background,8.83093,0.0161127,7.85744,37.2269,0.996424,6.69171,0.170984,0.446804,0.0728651,0.574229,0.107467,0.177227,0.785326,0.276837
M2,dropped bands,every 4,train/Category-2_a_0013,full,4.63095,0.00806757,5.53975,44.2518,0.996457,2.22667,0.39606,0.668059,0.157775,0.808393,0.476055,0.3469,0.902425,0.508329
M2,dropped bands,every 4,train/Category-2_a_0013,object,1.99138,0.0019024,2.79902,50.6013,0.997695,0.656977,0.671476,0.909264,0.39337,1,0.803328,0.621595,0.998848,0.762627
M2,dropped bands,every 4,train/Category-2_a_0013,table,7.04448,0.0251088,8.18013,48.5216,0.99151,0.950464,0.244413,0.28495,0.0654342,0.950719,0.728461,0.165793,0.971114,0.384316
M2,dropped bands,every 4,train/Category-2_a_0013,background,5.15272,0.00803153,7.46275,43.119,0.996631,2.83527,0.356813,0.669264,0.0831107,0.770634,0.388645,0.270748,0.883633,0.432425
M2,dropped bands,every 2,train/Category-2_a_0013,full,9.22098,0.0252072,9.26399,39.4866,0.993249,4.56231,0.158152,0.283552,0.0455932,0.649553,0.218544,0.126922,0.821401,0.264724
M2,dropped bands,every 2,train/Category-2_a_0013,object,3.43134,0.00493537,4.16714,46.1808,0.995773,1.24567,0.503452,0.781322,0.249313,0.872692,0.660192,0.461152,0.934233,0.623063
M2,dropped bands,every 2,train/Category-2_a_0013,table,11.0848,0.0521179,12.0007,45.6632,0.984344,1.32155,0.108941,0.073837,0.0183113,0.85544,0.643704,0.0528114,0.919892,0.208917
M2,dropped bands,every 2,train/Category-2_a_0013,background,10.7428,0.0282929,12.7811,38.2878,0.993476,5.90812,0.116652,0.243012,0.014117,0.609592,0.139544,0.0736921,0.801534,0.186978
M3,low-rank,k=30,train/Category-2_a_0013,full,1.79997,0.00396918,1.91834,79.1904,0.999992,0.028611,0.697681,0.819994,0.527584,1,0.990508,0.67079,0.999996,0.817845
M3,low-rank,k=30,train/Category-2_a_0013,object,1.12413,0.00064134,0.922885,80.4909,0.999995,0.0241,0.798656,0.968442,0.735189,1,0.991999,0.828471,0.999998,0.909107
M3,low-rank,k=30,train/Category-2_a_0013,table,5.39271,0.0281544,7.73761,72.7161,0.999964,0.0596861,0.340091,0.2447,0.0758343,1,0.980301,0.184798,0.999982,0.428598
M3,low-rank,k=30,train/Category-2_a_0013,background,1.60626,0.00230084,2.88439,80.7479,0.999993,0.0265376,0.72524,0.891329,0.382334,1,0.991193,0.627558,0.999997,0.791134
M3,low-rank,k=12,train/Category-2_a_0013,full,4.77055,0.0354953,5.75878,50.8682,0.996777,0.676947,0.385155,0.169524,0.146667,1,0.797998,0.212357,0.998389,0.445234
M3,low-rank,k=12,train/Category-2_a_0013,object,3.17472,0.00474767,3.47989,51.0709,0.997839,0.682161,0.529965,0.788689,0.313498,1,0.796613,0.507921,0.998919,0.688526
M3,low-rank,k=12,train/Category-2_a_0013,table,14.5729,0.266969,17.6982,44.1067,0.989648,1.70037,0.0542266,1.59527e-06,0.00274113,0.803557,0.567344,0.000618954,0.896603,0.0219946
M3,low-rank,k=12,train/Category-2_a_0013,background,4.16806,0.0191989,7.43559,53.0747,0.997245,0.562792,0.434477,0.382914,0.0838665,1,0.828949,0.240742,0.998622,0.47681
M3,low-rank,k=8,train/Category-2_a_0013,full,6.50625,0.0918112,7.82534,38.9388,0.973304,2.24778,0.272192,0.0101472,0.0736488,0.631292,0.472717,0.0588115,0.802298,0.20065
M3,low-rank,k=8,train/Category-2_a_0013,object,4.47268,0.00904632,5.05922,38.6781,0.988588,2.7915,0.408798,0.636153,0.185184,0.622603,0.394356,0.363824,0.805595,0.486373
M3,low-rank,k=8,train/Category-2_a_0013,table,21.8994,0.726926,25.3925,30.5256,0.816826,9.32185,0.0125269,1e-06,0.000210894,0.350854,0.0447222,0.000138241,0.58384,0.00611082
M3,low-rank,k=8,train/Category-2_a_0013,background,5.4192,0.0466203,9.35691,43.7788,0.985961,1.30729,0.338294,0.0971971,0.0442026,0.792625,0.646771,0.113274,0.889293,0.302583
M3,low-rank,k=4,train/Category-2_a_0013,full,11.5085,0.322485,14.2148,36.1638,0.958083,2.76443,0.100089,1e-06,0.00875371,0.538794,0.397931,0.000956885,0.748439,0.024342
M3,low-rank,k=4,train/Category-2_a_0013,object,10.0124,0.0449184,10.91,34.7153,0.968089,4.54863,0.135,0.10583,0.0263401,0.49051,0.219542,0.0721971,0.729299,0.191648
M3,low-rank,k=4,train/Category-2_a_0013,table,38.7948,2.76428,59.7479,29.3321,0.86351,6.21823,0.000426898,1e-06,1e-06,0.311069,0.12584,7.52965e-06,0.58729,0.00166901
M3,low-rank,k=4,train/Category-2_a_0013,background,8.95259,0.136622,13.7627,39.5224,0.965504,1.85226,0.166874,0.00107966,0.0101777,0.650747,0.539334,0.0122398,0.808125,0.0936018
M3,low-rank,k=2,train/Category-2_a_0013,full,13.0988,0.39792,19.8454,32.3039,0.95834,4.64285,0.0728202,1e-06,0.00133994,0.410129,0.212754,0.000460376,0.684234,0.0148957
M3,low-rank,k=2,train/Category-2_a_0013,object,11.5562,0.0550629,16.2829,28.5948,0.951518,6.78359,0.099139,0.063727,0.00439355,0.286493,0.104226,0.030278,0.619006,0.104798
M3,low-rank,k=2,train/Category-2_a_0013,table,39.4323,3.47001,63.5081,29.6781,0.868139,5.46435,0.000375798,1e-06,1e-06,0.322604,0.161791,7.21636e-06,0.595372,0.00170482
M3,low-rank,k=2,train/Category-2_a_0013,background,10.6616,0.162183,16.7772,35.2605,0.970299,3.91395,0.118561,0.000300769,0.00372606,0.508682,0.271268,0.0051028,0.739491,0.0528494
M4,added noise,sigma 0.001,train/Category-2_a_0013,full,1.4768,0.00954876,1.38268,56.7428,0.998154,0.338313,0.744264,0.620371,0.630721,1,0.893355,0.662835,0.999077,0.800232
M4,added noise,sigma 0.001,train/Category-2_a_0013,object,0.843524,0.000387551,0.573621,59.5118,0.999068,0.257529,0.844758,0.980809,0.825962,1,0.917738,0.881236,0.999534,0.92658
M4,added noise,sigma 0.001,train/Category-2_a_0013,table,4.88794,0.0776053,6.47555,49.7803,0.99155,0.752927,0.376218,0.0206454,0.115496,0.992677,0.778041,0.0964444,0.992113,0.298253
M4,added noise,sigma 0.001,train/Category-2_a_0013,background,1.29038,0.0047935,2.15057,58.2673,0.998608,0.316792,0.772537,0.786884,0.488284,1,0.899787,0.667064,0.999304,0.803709
M4,added noise,sigma 0.003,train/Category-2_a_0013,full,4.27945,0.084459,4.1328,47.4694,0.985132,1.00211,0.424905,0.0146553,0.252183,0.915646,0.716028,0.116234,0.950389,0.318546
M4,added noise,sigma 0.003,train/Category-2_a_0013,object,2.52643,0.00354256,1.72098,49.9533,0.991711,0.772415,0.603333,0.837672,0.563459,0.998443,0.773003,0.657907,0.995077,0.779039
M4,added noise,sigma 0.003,train/Category-2_a_0013,table,13.3635,0.699311,18.7846,40.7053,0.938201,2.15821,0.0690651,1e-06,0.00190832,0.690176,0.487042,0.000508905,0.814188,0.0188455
M4,added noise,sigma 0.003,train/Category-2_a_0013,background,3.80286,0.0409462,6.43881,48.9101,0.988333,0.943423,0.467399,0.129082,0.116919,0.963669,0.730173,0.191784,0.976001,0.414217
M4,added noise,sigma 0.01,train/Category-2_a_0013,full,12.6771,0.443674,13.6386,37.7283,0.887468,3.13375,0.0792287,1e-06,0.0106075,0.590944,0.351838,0.000943696,0.739206,0.0236285
M4,added noise,sigma 0.01,train/Category-2_a_0013,object,8.2499,0.0645682,5.72706,39.4648,0.92072,2.47793,0.192054,0.0396205,0.148226,0.648826,0.437807,0.104093,0.784773,0.261857
M4,added noise,sigma 0.01,train/Category-2_a_0013,table,30.8516,3.68669,55.8333,31.7907,0.711339,5.8226,0.00209058,1e-06,1e-06,0.393022,0.143579,1.27866e-05,0.55218,0.00217105
M4,added noise,sigma 0.01,train/Category-2_a_0013,background,11.998,0.199944,21.3872,38.8266,0.896928,3.03353,0.0907547,4.55265e-05,0.000801464,0.627552,0.36379,0.00149052,0.76224,0.0301668
M4,added noise,sigma 0.03,train/Category-2_a_0013,full,28.9737,2.29682,38.4151,29.1937,0.556761,7.62579,0.0030435,1e-06,2.74688e-06,0.306458,0.0787143,2.02957e-05,0.43161,0.00229294
M4,added noise,sigma 0.03,train/Category-2_a_0013,object,20.4939,1.26405,16.4875,30.6126,0.67274,6.12454,0.0165928,1e-06,0.00410379,0.353755,0.129832,0.000408352,0.513247,0.0117798
M4,added noise,sigma 0.03,train/Category-2_a_0013,table,47.3002,7.616,149.567,24.2144,0.402227,11.1569,7.79033e-05,1e-06,1e-06,0.14048,0.0242592,4.27089e-06,0.271354,0.000749425
M4,added noise,sigma 0.03,train/Category-2_a_0013,background,29.4867,2.01963,59.9275,29.9155,0.539171,7.68507,0.00274675,1e-06,1e-06,0.330517,0.0771742,1.40047e-05,0.434844,0.00190403
M4,added noise,sigma 0.05,train/Category-2_a_0013,full,37.1777,4.48824,59.1979,25.6594,0.384169,10.3783,0.000589908,1e-06,1e-06,0.188648,0.0314474,8.38677e-06,0.286408,0.0011127
M4,added noise,sigma 0.05,train/Category-2_a_0013,object,27.4445,2.7628,26.124,27.0567,0.539881,8.46528,0.00413236,1e-06,0.000165257,0.235224,0.0595012,8.80614e-05,0.387553,0.0044105
M4,added noise,sigma 0.05,train/Category-2_a_0013,table,52.8412,9.15944,241.364,20.9079,0.279875,14.008,2.57202e-05,1e-06,1e-06,0.0302619,0.00937844,2.95183e-06,0.155069,0.00044417
M4,added noise,sigma 0.05,train/Category-2_a_0013,background,38.3575,4.48895,91.0407,26.2968,0.3492,10.5496,0.000465918,1e-06,1e-06,0.209893,0.0297025,7.75241e-06,0.279546,0.00105171
M5,smoothing,sigma 0.5px,train/Category-2_a_0013,full,2.16634,0.00309733,3.01987,53.6911,0.997636,0.371387,0.648386,0.856529,0.365451,1,0.88356,0.587672,0.998818,0.752182
M5,smoothing,sigma 0.5px,train/Category-2_a_0013,object,1.44345,0.00100769,2.04858,50.2617,0.997685,0.385635,0.749244,0.950864,0.50517,1,0.879374,0.711311,0.998843,0.826951
M5,smoothing,sigma 0.5px,train/Category-2_a_0013,table,5.61374,0.0169714,6.21742,50.8771,0.994644,0.627027,0.325384,0.428026,0.125874,1,0.811388,0.259777,0.997322,0.493489
M5,smoothing,sigma 0.5px,train/Category-2_a_0013,background,2.00267,0.00219415,3.35179,56.3592,0.997951,0.339012,0.669963,0.896096,0.327174,1,0.893147,0.581292,0.998976,0.749342
M5,smoothing,sigma 1px,train/Category-2_a_0013,full,5.37205,0.015381,9.36496,43.6776,0.982811,0.99158,0.341499,0.463453,0.0440842,0.789254,0.718545,0.191085,0.886032,0.398739
