row,name,knob,region,SAM,SID,ERGAS,PSNR,SSIM,DE,S_SAM,S_SID,S_ERGAS,S_PSNR,S_DE,S_SPEC,S_SPAT,SSC
M9,constant,zeros,table,90,23.7186,170.454,17.1278,0.0167571,9.62064,1e-06,1e-06,1e-06,0,0.0409004,1e-06,0.00837854,0.000115704
M9,constant,zeros,background,90,23.578,140.401,11.2001,0.0028287,19.8787,1e-06,1e-06,1e-06,0,0.00141514,1e-06,0.00141435,3.70446e-05
M9,constant,train mean,full,19.8349,0.178271,146.229,13.4201,0.743441,18.7427,0.0200523,0.000959816,1e-06,0,0.00405064,0.000223074,0.37172,0.0042661
M9,constant,train mean,object,17.5067,0.208325,99.8633,10.7198,0.597036,26.3807,0.0382262,0.00801877,1e-06,0,0.000431657,0.000371273,0.298518,0.00316612
M9,constant,train mean,table,35.4765,0.385889,807.207,11.2096,0.384309,25.2216,0.00085041,1e-06,1e-06,0,0.000223626,9.42056e-06,0.192154,0.000487813
M9,constant,train mean,background,18.5187,0.112077,185.813,17.1995,0.86666,12.3209,0.0248798,0.00482571,1e-06,0,0.0174901,0.000471953,0.43333,0.00875029
M9,constant,ones,full,20.6775,0.196916,682.738,3.26293,0.463253,54.0408,0.0180264,0.00111109,1e-06,0,1e-06,0.000210299,0.231626,0.000991608
M9,constant,ones,object,19.2588,0.257493,253.862,5.50585,0.50825,37.201,0.036545,0.0165103,1e-06,0,1.97905e-05,0.000399414,0.254125,0.00151461
M9,constant,ones,table,33.9736,0.354847,6466.55,1.05921,0.162942,85.7169,0.00114407,1e-06,1e-06,0,1e-06,1.04089e-05,0.0814709,0.000168702
M9,constant,ones,background,18.5677,0.10886,1748.78,2.62892,0.463173,59.9746,0.024703,0.00606498,1e-06,0,1e-06,0.000505013,0.231586,0.0016723
